ph,Solids,Chloramines,Sulfate,Trihalomethanes,Turbidity,Potability
10.44,764.49,0.71,345.49,51.97,3.8,0
9.3,1242.62,1.62,302.47,103.15,2.17,0
10.78,541.92,2.26,362.05,55.09,4.76,0
7.66,1733.16,0.0,0.0,101.29,3.86,0
7.6,3596.28,2.48,185.16,60.87,1.53,0
8.46,1962.28,0.52,77.34,64.26,4.05,0
7.84,991.71,0.19,358.7,73.31,3.14,0
7.73,3515.29,0.57,327.79,7.46,2.0,0
8.31,3476.42,1.83,434.47,95.87,3.01,0
6.83,3805.53,1.32,46.34,64.57,3.49,0
6.83,2254.4,3.23,226.32,66.74,1.09,1
7.12,4049.5,0.11,436.19,26.01,3.29,0
6.83,3622.89,1.72,225.91,34.55,4.04,0
7.93,2907.49,1.68,165.61,46.84,5.47,0
7.27,2356.88,0.39,49.78,32.67,2.43,0
7.15,3876.39,1.41,293.12,28.17,2.48,0
7.66,2347.14,2.93,46.76,81.61,0.78,0
7.72,1711.23,1.2,418.52,79.15,2.68,0
7.98,2042.56,0.72,424.54,86.8,5.53,0
8.41,3635.76,2.07,179.64,19.03,1.36,0
7.08,3247.41,2.37,221.15,79.49,1.52,0
8.1,2641.16,1.85,422.48,41.99,1.61,0
7.24,3446.87,2.2,0.0,78.59,1.51,0
6.63,1779.46,0.11,203.21,44.4,4.55,0
8.11,3191.14,0.09,233.73,17.58,4.09,0
8.43,3677.12,2.86,434.0,75.69,2.31,0
7.37,2440.21,2.2,115.41,17.49,1.69,0
7.47,2422.73,1.78,429.19,22.76,1.49,0
7.05,3921.62,1.17,234.86,106.11,3.59,0
7.47,2034.3,2.35,165.66,76.08,1.15,0
6.41,1951.11,1.82,476.21,0.0,4.07,1
7.54,2284.97,2.89,264.39,46.01,0.63,0
7.52,3044.87,2.16,366.7,72.51,3.15,0
6.95,1455.13,1.9,419.98,57.59,1.6,0
8.11,1367.19,1.54,476.73,34.77,1.34,0
8.37,2400.33,0.78,0.0,28.43,4.83,0
6.73,2701.42,0.0,0.0,54.39,0.32,0
8.4,3000.93,0.89,208.53,8.45,3.74,0
8.25,2554.57,1.69,99.04,4.12,0.0,0
7.95,3381.17,2.02,44.36,3.06,2.53,0
8.21,3387.91,2.35,0.0,51.47,0.11,0
7.4,3574.94,2.38,295.64,26.7,0.25,0
8.14,2353.5,0.31,347.8,49.05,5.38,0
6.25,1751.32,1.11,61.28,21.45,3.16,0
6.85,2440.68,0.73,517.08,63.69,1.67,0
7.17,3112.78,1.33,217.12,40.08,3.19,0
7.21,3488.18,1.0,435.17,39.11,0.41,0
6.9,1281.07,2.3,91.11,50.51,1.37,0
7.03,3793.9,3.06,346.25,84.69,1.34,0
6.4,1988.35,0.72,175.52,111.51,1.53,0
7.24,1117.59,1.73,288.3,11.97,1.83,0
6.89,3897.31,0.95,56.37,98.12,3.45,0
7.5,2063.48,1.47,131.49,68.49,1.47,0
7.28,1918.53,2.15,264.42,62.53,2.69,0
8.1,2321.95,2.8,392.62,85.91,2.79,0
7.27,1539.72,1.92,46.91,51.66,2.92,0
6.68,3669.53,1.03,13.12,29.26,2.34,0
7.4,3866.32,1.54,407.58,80.33,2.29,1
7.53,2930.55,0.62,447.71,20.72,0.0,0
7.33,1922.42,2.23,80.07,87.7,2.07,0
6.82,1774.84,0.34,577.45,79.97,0.85,0
7.42,3023.17,2.59,289.88,109.0,2.32,0
7.49,1183.54,1.25,76.82,15.7,1.46,0
7.88,3497.68,1.07,186.69,71.37,0.0,0
7.68,2755.75,0.31,188.15,60.29,3.7,0
6.91,2159.91,0.17,83.44,66.35,0.51,0
7.63,1979.92,1.97,296.49,44.66,4.14,0
6.46,1434.78,1.11,6.31,37.53,1.44,0
7.99,1709.05,1.43,393.16,46.36,3.85,1
8.12,3459.98,0.95,278.32,0.0,3.38,0
6.16,3249.11,3.02,498.9,48.3,3.51,0
7.04,2410.25,2.35,0.0,27.17,0.74,0
7.09,1237.84,0.55,311.09,106.86,2.87,0
8.23,2019.92,2.04,122.46,61.23,1.02,0
8.07,1701.31,1.08,435.6,63.37,4.75,0
8.37,2524.16,0.62,77.91,51.43,1.85,0
8.07,3308.36,0.08,150.91,0.0,1.91,0
8.49,1909.92,0.51,377.17,0.0,4.73,0
7.89,3025.22,1.24,215.65,0.0,1.16,0
6.21,3321.82,1.74,323.01,80.79,2.16,0
8.55,1213.29,1.29,357.48,66.53,3.12,0
8.09,1439.43,1.11,93.65,54.17,2.32,0
7.18,2828.66,0.37,210.81,66.71,2.43,0
8.24,1474.74,1.35,330.4,64.06,1.46,0
8.2,2013.87,1.89,76.94,25.42,0.0,0
6.96,1420.96,2.61,139.28,19.84,4.23,0
7.11,1526.44,2.67,153.54,90.03,4.36,1
6.8,1689.91,2.45,145.96,26.34,2.36,0
6.7,1567.05,2.09,576.67,14.67,1.16,0
7.27,3697.74,0.76,280.34,34.91,2.47,0
6.76,3557.73,1.8,68.2,50.2,1.29,0
7.64,1002.85,1.07,294.98,25.4,2.12,1
7.25,3110.02,3.19,468.07,23.13,2.62,0
7.41,1601.21,2.06,402.74,81.87,0.65,0
8.09,3368.92,0.74,307.8,77.18,2.94,0
7.12,1185.0,2.15,325.15,57.04,4.84,0
8.61,2686.57,2.18,298.33,52.89,2.81,0
7.35,2498.75,1.65,339.09,16.23,3.1,1
7.38,3442.06,1.11,254.61,32.72,5.35,0
7.74,2621.66,0.87,467.35,28.03,1.95,0
7.46,1328.93,1.61,179.78,26.81,4.17,0
7.21,1072.04,2.11,11.89,22.94,2.74,0
7.56,1829.36,0.43,525.66,74.6,0.71,0
6.94,3540.72,2.41,235.64,11.28,0.17,0
6.65,3658.35,2.66,176.73,49.98,0.76,0
6.93,1100.14,2.06,436.25,0.0,2.8,0
7.47,2499.93,0.17,206.6,56.88,1.06,1
8.07,2354.08,1.53,189.03,3.49,5.4,0
8.11,1094.84,1.08,86.33,48.98,2.7,0
7.23,3186.8,2.64,145.99,4.46,5.3,1
8.31,1833.11,2.04,67.91,84.08,2.42,0
7.2,1613.43,0.65,498.54,10.53,1.43,0
7.83,3280.85,2.53,507.41,50.3,4.11,1
6.79,2577.68,0.57,131.93,9.9,3.7,0
7.35,3685.05,1.86,255.17,40.56,2.09,0
8.05,2587.37,2.6,313.56,83.93,2.2,0
7.9,2833.77,2.06,108.33,26.84,1.85,0
6.62,1235.97,2.42,364.99,99.63,1.73,0
7.14,1417.86,0.07,0.0,86.57,0.0,0
6.55,4103.15,0.0,0.0,95.32,5.35,0
7.45,2731.18,0.0,68.8,6.31,4.64,0
7.42,3374.34,1.85,112.85,53.13,0.34,0
7.34,3184.1,0.83,244.02,20.08,2.63,1
8.88,3377.55,0.06,94.41,78.08,2.76,0
6.85,3905.65,0.77,245.71,82.98,1.91,0
7.02,1709.99,2.52,387.72,78.76,5.11,0
6.91,1810.46,2.17,91.83,74.97,2.05,0
7.52,3488.27,1.59,389.85,97.06,1.06,0
8.41,2309.01,1.47,417.59,40.77,1.42,0
7.61,3307.07,0.21,0.0,36.87,3.07,0
6.79,1355.11,0.25,411.59,19.47,1.38,0
7.18,2698.38,2.87,553.9,73.34,2.74,0
7.28,2853.37,0.67,54.17,42.58,0.78,0
6.57,2907.22,0.85,180.59,35.47,0.0,0
6.58,1612.04,1.38,227.74,82.66,4.14,0
8.27,1725.72,2.29,244.82,16.83,3.17,0
7.9,1394.02,1.15,216.88,42.27,3.28,0
6.78,458.2,2.83,158.48,81.46,0.0,0
7.98,590.52,5.73,300.8,82.49,1.19,1
8.24,2.64,9.98,16.79,15.72,2.1,0
8.2,826.09,6.71,253.13,41.07,0.0,0
6.54,352.55,6.72,353.41,70.62,2.69,0
8.39,0.0,3.49,0.0,83.82,4.09,0
6.68,256.94,11.3,132.07,61.85,1.84,0
7.98,859.44,10.41,416.62,28.27,0.0,0
8.74,714.01,9.53,400.21,43.39,2.07,0
7.87,470.3,11.38,88.63,47.81,4.85,0
6.86,771.9,10.37,311.11,21.98,3.9,0
8.22,0.0,9.68,224.41,52.46,4.01,0
6.66,179.2,7.55,269.99,33.71,1.71,0
7.18,196.92,5.2,312.87,51.95,4.01,0
6.41,312.79,5.46,269.11,60.31,4.35,0
7.48,773.09,9.61,504.25,0.0,3.28,0
6.67,646.46,4.62,42.12,72.81,3.97,0
6.55,525.92,5.54,22.81,85.5,2.49,0
8.14,673.14,8.34,41.73,56.79,3.58,0
7.22,83.8,9.22,313.33,94.19,2.41,0
6.99,79.28,5.7,70.23,14.17,2.94,0
8.34,392.99,4.21,260.74,80.27,3.89,0
6.5,604.65,6.78,264.83,57.84,3.16,0
8.56,310.67,5.62,426.7,0.0,2.89,0
7.38,382.73,9.74,114.75,6.57,2.91,0
7.91,1103.68,5.33,414.61,73.89,2.24,0
8.31,753.64,4.77,376.89,53.99,0.0,1
6.62,403.61,11.52,462.35,24.48,3.98,1
6.98,821.12,11.69,181.76,66.19,3.11,0
7.39,503.34,5.61,237.99,27.33,3.84,0
8.46,213.01,6.47,136.58,91.93,2.27,0
6.4,414.29,7.15,133.79,26.79,0.73,0
7.48,91.47,7.79,146.41,91.15,3.69,0
7.48,952.4,5.67,21.43,19.05,2.47,0
8.05,451.83,8.03,243.27,71.81,1.45,0
7.1,499.89,6.7,44.57,103.28,5.08,0
7.05,817.73,10.29,386.38,73.38,3.79,0
7.73,109.86,12.19,495.78,0.0,5.04,0
7.54,836.14,10.55,180.29,2.32,2.61,0
7.56,344.04,6.74,78.95,92.33,5.17,0
6.47,238.31,6.52,84.5,96.19,1.34,0
7.9,229.21,8.93,29.51,48.12,3.9,0
6.75,516.86,11.62,301.44,0.0,0.06,0
7.02,785.08,11.64,153.0,45.87,2.86,0
8.61,226.59,7.15,252.83,89.43,2.19,0
7.14,335.58,5.13,222.0,94.41,2.52,0
6.88,0.0,7.63,173.38,72.29,0.37,0
7.16,947.69,4.16,389.33,79.24,2.84,0
8.08,632.31,4.62,228.15,0.0,0.71,0
6.93,721.58,6.23,14.97,49.69,0.0,0
6.9,589.54,2.87,376.14,62.39,4.58,0
8.19,217.94,9.83,190.74,22.9,4.4,0
7.96,855.09,8.51,141.18,38.61,2.46,0
6.73,843.18,9.21,288.36,97.39,1.39,0
6.63,938.71,10.6,232.0,58.99,0.79,0
8.01,787.39,5.48,131.79,79.42,5.11,0
6.85,829.08,9.34,154.18,34.79,0.62,0
7.56,606.8,8.41,155.39,45.61,2.04,0
7.46,434.58,7.11,223.09,39.04,0.13,0
7.16,965.29,8.69,281.37,9.32,0.73,0
6.69,267.32,9.18,281.14,1.34,3.35,0
6.46,94.13,4.64,377.45,18.42,3.85,0
8.13,740.57,7.78,253.72,14.19,2.05,0
7.1,851.52,3.37,396.09,0.0,1.73,1
7.64,865.63,9.92,102.14,96.54,3.95,0
6.87,548.13,8.55,264.89,87.38,1.85,0
6.39,924.65,10.55,423.14,28.27,3.63,0
6.46,819.83,6.97,404.73,64.32,2.14,0
6.76,593.06,3.98,284.34,64.06,0.79,0
8.57,943.3,5.99,572.2,37.63,4.49,0
6.57,857.42,10.83,32.25,47.76,1.3,0
7.14,571.41,6.03,378.06,3.08,1.83,0
6.95,401.5,6.35,300.1,92.36,4.56,0
8.22,614.12,4.6,345.05,69.6,1.4,0
6.27,393.07,3.86,286.58,29.83,0.0,1
7.01,404.66,5.81,365.7,33.59,2.8,0
8.24,680.28,10.19,276.35,10.17,1.2,0
7.54,979.07,8.29,198.37,93.37,0.81,0
7.63,72.49,3.2,27.28,60.19,2.5,0
8.15,292.13,10.72,447.8,50.37,2.97,0
7.02,850.2,8.66,339.27,44.23,0.69,0
7.47,707.8,5.07,395.54,82.19,1.22,0
6.55,0.0,9.69,396.14,77.87,1.36,0
7.74,574.03,10.45,131.61,0.0,1.76,0
8.42,685.74,7.64,426.83,11.48,3.53,0
6.7,342.57,11.28,62.52,33.32,1.44,0
8.3,771.43,7.77,53.21,57.67,2.46,0
7.19,183.7,5.15,371.8,53.49,1.59,0
8.38,118.12,8.24,506.84,59.69,5.04,1
8.77,0.0,4.8,199.21,55.31,5.11,1
6.82,274.37,10.57,363.57,28.78,4.96,0
6.54,665.7,8.19,0.0,72.71,5.25,0
6.35,724.31,4.47,14.67,46.01,0.15,0
6.99,668.31,6.46,492.38,76.63,3.02,0
7.19,236.17,8.4,266.98,89.72,1.43,0
7.9,434.19,4.41,465.15,27.97,1.4,0
6.81,549.52,6.98,379.46,31.2,1.94,0
7.99,0.0,8.83,164.62,88.42,2.33,0
7.57,306.81,11.68,318.44,22.11,3.32,0
7.61,628.45,6.8,387.37,11.79,2.63,0
7.81,1011.67,4.18,334.4,28.67,3.99,0
6.99,855.2,9.87,192.02,59.13,0.69,0
7.34,235.42,9.01,434.81,13.13,1.72,0
7.43,909.8,7.1,150.49,104.62,1.48,0
6.98,874.97,6.69,194.97,24.45,1.48,0
7.65,106.39,8.09,342.73,36.07,1.56,0
6.57,157.71,10.0,44.33,8.18,4.08,0
7.96,232.47,7.01,0.0,61.62,0.0,0
8.64,248.37,10.86,392.05,36.08,3.76,1
7.51,978.32,10.05,126.86,97.14,2.44,0
7.98,433.75,6.03,0.0,42.79,2.21,0
6.61,6.38,5.17,362.18,76.34,3.35,0
6.63,0.0,7.58,230.94,24.08,5.31,0
6.78,198.22,8.58,0.0,35.06,0.31,0
7.75,242.09,10.23,214.13,93.35,0.96,0
7.15,599.77,5.39,309.9,37.72,1.8,0
7.92,420.53,10.67,401.88,29.23,4.9,0
6.74,1006.63,3.94,189.86,16.53,3.47,0
7.98,1055.03,7.28,407.74,93.92,2.94,0
6.65,713.13,11.32,3.95,69.11,4.23,0
7.69,705.17,9.36,109.97,46.68,4.14,0
6.59,134.49,4.83,341.13,15.2,3.89,0
8.58,269.5,10.65,189.9,25.6,2.49,0
7.04,954.48,7.54,313.99,66.92,0.86,0
6.67,615.46,6.74,0.0,13.8,2.68,0
7.43,81.79,7.57,447.88,79.39,5.38,0
7.12,261.3,8.28,87.42,70.93,2.13,0
7.45,702.98,9.21,321.79,54.58,3.98,0
8.02,407.28,6.5,224.11,45.04,3.0,0
7.82,695.48,11.8,207.5,100.05,3.76,0
8.04,762.65,3.7,120.84,78.5,3.42,0
6.81,857.76,7.06,176.1,91.85,3.26,0
6.63,91.42,10.11,15.62,81.38,0.03,0
7.4,848.03,0.82,749.22,42.69,0.93,0
8.04,195.06,2.34,1138.93,14.25,0.27,0
7.95,905.12,0.53,722.27,37.25,0.98,0
6.97,96.62,1.45,1039.68,83.12,2.13,0
7.3,867.76,2.34,795.55,30.06,0.08,0
7.79,202.25,0.54,654.94,21.79,1.73,0
6.71,425.76,1.98,993.06,0.0,0.0,0
7.43,46.24,0.0,1166.84,20.14,0.98,1
8.07,604.01,2.75,569.63,19.51,4.55,0
7.95,1021.94,2.6,504.92,81.28,0.24,0
7.36,626.22,0.89,986.35,22.3,3.14,0
7.06,726.8,1.74,495.26,65.67,0.24,0
7.61,694.75,2.34,1008.87,98.31,4.27,0
7.06,435.02,0.94,853.08,52.41,4.06,0
7.39,884.72,2.58,836.77,19.26,2.29,0
6.74,287.1,2.21,1111.66,57.9,0.74,0
7.59,873.98,0.78,639.05,110.77,3.74,0
8.02,585.89,1.75,1139.87,66.82,1.72,0
7.59,898.59,2.5,865.57,20.36,1.17,0
6.33,21.36,1.21,799.91,14.7,1.22,0
7.35,753.86,1.67,1098.34,53.51,1.77,0
8.23,761.76,2.08,917.94,28.45,1.1,0
8.81,282.35,0.95,559.05,61.94,2.81,0
7.18,413.82,1.03,632.81,97.48,4.36,0
7.01,96.47,0.97,521.51,14.99,0.96,0
8.24,704.74,0.3,1189.38,62.96,3.63,0
7.85,538.32,1.98,1027.13,58.09,4.05,0
8.14,679.11,0.24,951.17,49.73,4.03,0
8.71,780.3,2.01,804.38,7.78,0.69,0
8.42,701.1,1.45,923.53,40.72,2.9,0
8.08,687.59,0.56,867.09,87.98,2.81,0
7.39,433.25,0.24,899.58,91.28,3.69,0
7.66,78.62,1.63,609.63,56.77,0.76,0
6.73,443.6,3.05,783.8,0.47,0.0,0
8.01,858.58,2.52,589.93,91.72,1.29,1
7.1,64.7,0.66,909.95,22.52,3.72,0
6.42,0.0,1.89,1081.06,84.4,5.49,0
6.18,955.74,2.81,1249.29,91.37,2.85,0
6.9,533.0,1.79,1257.73,81.64,3.62,0
7.19,196.51,2.25,1024.66,93.29,4.27,0
6.51,335.38,0.12,700.11,10.19,4.27,0
6.64,39.99,1.32,1168.42,19.55,3.27,0
8.2,329.13,2.38,1032.62,49.28,0.9,0
8.37,504.18,1.37,765.8,7.59,2.18,0
8.29,631.41,0.0,452.24,10.59,1.28,0
7.91,666.92,1.62,1187.04,0.0,4.07,0
7.98,493.09,2.63,1111.95,82.95,1.88,0
7.45,26.5,3.2,743.47,72.63,2.71,0
8.52,365.01,1.92,620.39,16.43,4.1,0
7.64,0.0,1.91,1110.72,57.63,2.62,1
7.92,961.24,1.09,681.44,73.14,1.01,1
6.88,655.41,0.97,548.19,52.0,0.0,0
8.14,904.33,0.63,808.52,27.41,1.08,1
6.64,96.83,0.55,868.23,30.15,1.1,0
8.0,342.74,0.03,755.74,79.53,0.55,0
6.52,930.48,2.76,748.52,1.44,1.49,0
7.76,528.69,1.42,1029.64,58.24,2.09,0
7.86,165.86,0.09,792.95,38.32,3.37,0
8.51,498.46,0.65,954.72,27.38,4.43,0
7.67,799.4,1.52,1027.28,13.61,2.56,0
7.44,205.82,0.38,783.14,51.43,1.65,0
7.77,785.42,2.77,878.27,78.06,0.87,0
6.44,230.19,1.14,668.12,84.13,1.09,0
8.34,450.84,2.54,787.05,63.46,2.36,0
7.4,727.16,1.98,644.95,96.06,0.98,0
6.89,151.14,2.44,888.01,69.97,3.83,0
7.42,315.15,2.55,835.73,6.62,4.75,0
7.91,240.59,3.0,1042.18,22.48,2.52,0
7.89,309.33,1.48,526.9,87.42,3.84,0
7.47,592.29,2.62,1086.73,85.33,2.88,0
6.83,719.28,0.46,883.76,23.4,3.2,0
7.04,110.26,2.35,768.85,40.44,5.74,0
7.0,976.35,1.53,971.18,24.91,2.99,0
7.42,842.67,1.44,740.85,63.31,4.82,0
8.48,687.28,0.69,1060.72,42.1,2.84,0
8.02,64.47,1.16,725.75,11.59,0.01,0
7.19,419.84,0.41,1129.77,46.67,2.65,0
7.82,371.12,1.58,1092.58,77.38,0.19,0
8.34,480.28,1.58,895.19,0.0,1.03,0
6.93,510.46,2.82,921.24,36.8,0.45,0
8.16,717.23,0.29,941.13,64.36,5.03,0
6.54,509.18,1.47,929.74,48.37,4.26,0
8.28,172.03,1.65,730.81,75.29,2.93,0
8.0,946.0,1.77,797.26,20.76,3.59,0
8.03,338.88,1.0,659.2,98.17,0.56,0
8.12,559.84,2.47,1055.54,75.29,2.16,0
6.89,720.36,1.54,1150.24,0.0,1.71,0
6.52,633.27,2.23,613.01,53.85,3.83,0
6.93,265.46,0.83,464.53,8.07,3.6,0
6.89,423.71,2.02,859.54,90.07,0.0,0
7.5,342.44,0.07,862.12,3.25,4.04,0
7.63,58.29,2.84,1015.24,43.07,3.03,0
6.96,535.41,2.86,858.32,28.49,2.35,0
8.36,278.45,1.28,561.78,3.92,3.32,0
8.04,745.07,2.44,750.48,80.63,3.09,0
7.02,39.21,0.36,578.8,31.73,1.37,0
6.34,428.4,1.4,1057.0,33.18,1.39,0
7.87,466.08,2.57,617.93,59.07,2.07,0
8.14,682.92,2.35,533.87,8.7,1.77,0
7.76,688.81,2.51,1066.72,30.48,3.71,0
7.98,714.96,3.34,559.6,68.09,4.68,0
6.79,723.42,3.42,956.52,97.59,4.3,0
6.9,194.51,1.11,649.46,64.26,4.57,0
7.06,912.18,1.51,813.89,42.53,4.63,0
7.56,77.66,1.21,1079.33,59.38,2.55,0
8.52,558.57,0.81,683.05,46.35,3.24,0
7.68,465.17,1.23,1186.58,50.37,4.03,0
8.56,417.71,1.91,1045.29,98.18,3.2,0
8.52,0.0,0.95,997.03,1.32,2.62,0
7.17,653.53,0.0,578.39,110.01,0.79,0
8.46,15.01,1.31,640.19,70.18,4.55,0
6.9,167.47,0.23,1049.92,35.55,1.15,0
7.88,940.71,0.56,581.31,3.0,4.08,0
6.76,580.11,2.3,878.66,64.23,1.4,0
6.95,184.52,2.3,478.25,0.0,2.38,0
6.37,94.54,2.61,1149.33,48.61,0.09,0
6.99,140.77,0.47,1104.72,61.34,1.36,0
6.63,597.42,0.6,595.07,94.75,1.91,0
8.36,260.11,0.0,814.19,38.61,1.84,0
6.74,247.75,2.64,761.12,72.86,2.92,0
7.98,355.58,0.72,874.6,89.89,3.62,0
7.41,322.78,1.11,491.09,52.73,2.6,0
6.5,810.34,2.52,411.09,52.67,2.19,0
8.2,601.49,0.0,549.29,59.2,3.02,0
7.83,225.18,2.82,661.07,95.61,3.37,0
6.94,0.0,1.24,676.35,35.26,1.62,0
7.58,826.96,1.09,813.15,0.0,2.35,0
7.33,578.04,0.59,652.61,31.78,1.88,0
6.82,830.44,2.02,1170.7,25.36,2.91,1
7.14,66.55,2.52,796.3,79.01,3.04,0
8.24,847.08,0.36,767.76,43.47,3.14,0
7.65,161.36,2.26,826.82,79.75,5.2,0
7.04,927.16,1.31,831.84,44.35,4.44,1
8.47,680.63,0.0,406.51,148.77,4.13,1
7.66,199.38,3.19,233.12,142.76,2.51,0
8.01,366.46,2.2,218.88,142.59,5.22,1
7.99,408.77,3.03,557.56,110.61,3.31,0
8.29,191.89,1.21,240.06,196.39,1.02,1
8.21,592.07,1.17,423.76,179.84,2.17,0
7.67,840.68,2.16,204.82,162.51,1.87,0
7.89,610.33,2.35,388.65,237.73,4.0,0
7.74,907.69,0.26,368.02,165.06,0.41,0
7.39,720.83,2.24,143.88,124.91,2.31,0
7.96,49.49,0.4,17.63,112.25,3.56,0
7.2,64.56,2.34,465.21,166.87,1.77,0
6.53,838.09,0.3,209.73,147.19,2.21,0
7.42,172.54,0.26,102.65,163.1,5.39,0
7.29,728.9,0.67,94.54,194.37,1.58,0
6.39,665.23,2.51,95.11,172.81,1.9,0
6.74,180.84,2.47,509.95,208.42,2.18,0
6.87,472.24,0.85,280.89,190.15,4.24,0
7.22,951.28,0.5,259.01,154.99,1.36,0
6.84,463.78,1.7,186.32,177.24,2.64,0
8.17,613.83,1.09,279.34,195.14,4.27,0
8.21,182.33,1.1,414.25,119.85,3.78,0
7.86,920.16,0.08,76.77,236.76,1.53,0
6.92,626.92,1.65,403.02,126.52,4.19,0
7.11,337.47,0.69,454.88,156.66,2.6,0
8.56,158.7,2.18,436.61,233.7,2.15,0
8.0,541.19,1.41,455.26,119.51,2.95,0
8.52,554.21,1.69,248.78,149.83,2.87,0
7.67,631.32,0.73,256.79,178.0,2.44,0
7.27,521.3,2.73,409.67,127.54,0.54,0
6.98,220.92,0.27,341.27,145.67,3.76,0
7.59,911.21,1.81,147.51,127.5,1.78,0
7.16,678.61,2.7,0.0,123.14,3.22,0
6.96,379.31,2.44,0.0,213.71,0.08,0
8.1,448.71,2.06,203.22,208.96,2.24,0
8.42,767.61,2.55,133.29,186.15,3.85,0
7.69,244.23,2.09,291.68,219.12,1.35,0
8.67,579.47,0.05,452.54,112.82,3.18,0
6.73,14.77,1.76,238.82,250.89,3.14,0
8.2,1070.86,2.25,296.55,199.53,0.0,0
7.18,732.68,2.25,311.91,138.1,2.69,0
8.34,163.31,1.06,386.87,142.1,3.33,0
8.49,864.08,0.88,211.52,174.6,0.74,0
8.27,382.19,0.28,235.5,119.32,4.11,0
7.23,301.84,0.0,127.78,112.93,5.03,1
7.21,316.32,1.72,284.15,153.06,3.56,0
7.8,597.35,1.72,365.95,155.31,2.69,1
7.99,417.1,1.36,444.12,128.07,4.5,0
7.04,632.25,0.23,61.31,189.27,1.12,0
7.5,329.05,0.0,247.34,165.68,2.22,0
7.91,717.23,3.12,364.91,210.77,3.56,0
6.63,380.33,0.57,384.66,138.45,1.38,0
7.81,823.59,1.13,237.06,205.81,4.18,0
6.26,798.74,1.42,32.21,210.84,4.56,0
6.57,413.37,1.37,261.43,189.38,1.14,0
7.75,436.37,1.31,393.68,188.54,4.78,0
8.34,469.13,1.62,60.29,230.2,3.62,0
6.82,180.35,1.09,121.62,234.83,2.73,0
7.38,313.49,0.63,416.28,139.15,4.16,0
7.44,138.67,2.79,363.41,125.54,0.72,0
7.33,734.14,0.94,95.55,203.42,0.79,0
7.03,809.78,1.26,34.69,98.89,0.0,0
7.66,541.5,1.88,46.25,121.38,2.66,0
8.41,0.0,1.63,426.14,215.97,1.25,0
8.17,765.95,1.99,561.35,204.91,2.24,0
6.78,942.69,1.05,81.22,105.55,2.12,0
7.15,428.76,3.02,356.92,238.53,3.03,0
7.06,154.18,2.36,439.99,211.09,0.0,1
7.78,127.39,2.39,437.73,199.27,0.82,0
6.75,372.09,2.75,338.36,130.91,2.29,0
7.05,714.05,1.55,51.82,180.5,0.92,0
7.2,728.23,2.35,196.17,258.81,1.93,0
6.61,306.35,1.03,286.53,182.22,0.0,0
6.63,926.89,0.94,293.52,132.05,1.13,0
8.37,3.25,1.08,211.31,100.68,3.48,0
7.65,651.01,1.71,254.59,113.69,2.6,1
6.63,419.66,0.19,290.44,213.73,2.46,0
7.85,0.0,2.57,385.59,203.6,0.64,0
6.34,170.71,1.85,13.17,189.59,2.3,0
7.44,40.36,1.84,188.87,157.87,4.04,0
8.07,459.26,3.01,409.06,177.8,0.0,0
7.5,947.77,1.79,151.09,197.58,3.48,0
7.62,89.0,2.68,190.23,95.67,1.48,0
7.49,297.13,0.45,5.32,184.75,2.6,0
7.72,0.0,2.56,212.73,114.42,2.09,0
7.67,1017.23,3.43,335.79,153.96,3.92,0
8.02,588.04,0.4,196.18,160.11,3.79,0
7.35,444.26,2.12,314.89,200.26,3.47,0
8.08,986.75,2.12,491.58,115.65,2.66,0
7.71,353.38,2.4,227.23,151.46,2.32,0
6.95,479.83,0.79,107.36,111.32,1.92,0
6.95,734.51,2.23,167.25,145.77,4.48,0
6.74,42.26,0.98,176.68,133.42,4.28,0
8.97,676.07,2.28,28.88,228.28,3.42,0
6.89,540.72,2.3,158.16,118.1,4.17,0
7.96,325.05,2.49,305.93,221.26,4.01,0
7.7,920.38,1.6,125.29,144.74,0.22,0
7.68,26.47,1.79,546.2,221.93,1.35,0
6.86,533.86,2.14,304.84,234.28,2.67,0
8.7,517.96,2.24,159.83,183.76,2.07,0
7.79,287.69,0.07,129.03,202.34,3.92,0
7.13,286.59,3.18,100.48,224.17,3.58,0
8.39,753.55,0.32,446.42,154.97,3.97,0
8.06,40.37,2.3,399.39,184.45,0.0,0
7.09,861.35,1.14,378.4,117.81,4.41,1
6.9,265.93,1.85,325.0,177.2,1.99,0
6.83,70.16,2.12,476.56,105.3,3.73,0
7.12,414.96,1.63,432.0,196.9,4.7,0
8.32,801.01,1.75,262.95,233.37,1.67,0
7.86,99.21,0.34,208.87,214.49,4.29,0
6.83,647.79,2.28,523.8,193.49,3.05,0
6.66,205.14,1.54,344.47,162.31,2.1,0
7.41,617.9,2.39,426.96,164.79,3.38,0
7.51,846.69,2.58,63.54,192.06,3.47,0
7.89,680.82,2.84,357.4,167.16,4.19,0
7.74,1070.12,2.59,239.92,142.1,1.24,0
8.3,260.71,2.68,144.92,107.8,1.29,0
8.89,450.46,2.05,244.36,86.47,3.69,0
7.86,183.24,2.97,374.87,156.87,3.79,0
6.89,905.42,0.39,435.18,217.97,4.85,0
7.43,147.88,1.86,332.47,202.33,4.55,0
6.7,657.84,1.67,0.0,114.78,0.35,0
8.08,604.8,1.05,167.96,151.76,3.3,0
6.31,7.23,1.61,192.81,244.77,4.28,0
8.4,795.7,2.55,96.8,238.39,3.69,0
6.4,588.01,2.27,413.58,237.17,1.33,0
7.18,736.21,0.78,261.18,201.49,1.84,0
